,text,label
4315,treacherous,1
3642,sabotage,1
1442, but I can't make it unhappy  Thanks for the heads up though. Please take photos!,1
2967,motionless,1
1556,He didn't play for a year,0
1604,simplest,0
1435,recomend,0
1845,giddy,1
331,bigotry,1
44,adulation,0
2356,ineptitude,1
2313,indecisively,1
3791,shocked,1
1828,gape,1
4486,unnatural,1
1043,Congratulations very impressive happy,0
2050,where ? happy,0
68,adversary,1
2110,what if the one direction (band)  itself is the one who's giving up? unhappy  ,1
176,beauty,0
836,I used to like my neighbours,0
1168,disdained,1
1741,superior,0
2745,loopholes,1
1283,dissemble,1
1412,thanks for the recent follow. Much appreciated happy   Want this ?.2,0
691,Thank you so much Willow! You helped me ring in the birthday with that amazing stream last night :D,0
1822,easter has flown unhappy  I'm not ready to give up home luxuries like branded cereal,1
362,So excited for ball to start smile    my baby is in minor B and I absolutely love watching them play,0
3699,scold,1
1982,hater,1
317,compactly,0
1978,wonderful,0
1508,I don't want to tell fellow Comm students because i don't want them to think I'm some kind of suck-up... unhappy ,1
2214,Powerpoint'te mi hazirladiniz post'u unhappy ,1
548,enjoyable,0
4548,unsuccessfully,1
18,absurd,1
1415,raptureously,0
204,blessing,0
2416,inhibition,1
385,cute,0
2238,inadequacy,1
1467,i am if you're still looking for one happy,0
4572,unwatchable,1
1200,disingenuous,1
267,Don kray denial of normal bi say ,1
3784,shimmy,1
348,blaspheme,1
64,in may go away happy,0
2841,menace,1
195,I'm surprised you don't use an Adblocker! happy,0
1582,Thanks for the recent follow Happy to connect happy  have a great Thursday..5,0
2672,laughingstock,1
1954,hardheaded,1
2541,ironically,1
3632,runaway,1
589, try the front door,0
979,derisively,1
1945,harboring,1
643,confession,1
1846,trustworthiness,0
1686,stellar,0
76,aggravate,1
2324,indignantly,1
2372,inexperience,1
615,exceedingly,0
990,Whaddup. Me too crying ,1
748,fond,0
408,kind of like my layout happy,0
465,bulkyness,1
2000,youthful,0
94,ailing,1
3304,pitilessly,1
4542,unspecified,1
1416,dump,1
4622,vexing,1
3417,qualms,1
713,fecilitous,0
1447,embarrassment,1
3912,smut,1
1984,hates,1
2302, keep smiling happy.1,0
1061,Here's me being brutally respectable in a suit... enjoy happy  contrast so you appreciate mo,0
1915, that fall was a mess unhappy ,1
1435,only pure evil people unhappy .1,1
586,enviously,0
320,compatible,0
921,honoring,0
2401,inflationary,1
3072,obsess,1
2469,insubordinate,1
364,blindingly,1
298,bemused,1
1468,enraged,1
1507,exaggerate,1
1762,frenetically,1
1516,Thanks for the recent follow Happy to connect happy  have a great Thursday..14,0
1997,wowing,0
1745,supported,0
104,THIS RIGHT HERE.aren't you happy you don't have [x]???NO. BECAUSE I'M STILL HERE IN THIS 'CONDITION' WITH NO I,0
238,backbite,1
3919,snags,1
4416,undetermined,1
3928,sneer,1
3059,oblique,1
2134,If you can't be there for someone at their worst then you don't deserve to be there at their best :)KISSES TheFashionIcon,0
1986,Aha it's okay  she's going to be on Rough Night happy,0
1875,Happy birthday  have a good day happy,0
731,craps,1
2645,lag,1
2285,.agata baby unhappy  it broke in the mail. but i read your letter  can't thank you enough. you are the best ,1
1031,detracted,1
2527,irascible,1
4600,usurp,1
610,complain,1
1739,superb,0
1626,smilingly,0
1546,romantic,0
1691,flawed,1
1121,disarm,1
4160,superficially,1
1041,joy,0
1142,disconsolate,1
545,enhancement,0
1792,A little bit overdramatic death happy,0
1499,This makes a great point,0
1294,dissing,1
2032,hestitant,1
2084,hurted,1
1806,furious,1
265,Never known how hard it is until last to  days how to resist temptation to enter politics debates on social media happy  stood firm so far,0
958, that's Europe,0
2079, hyoug me longer than 10 secs. Hyoug me even when i don%27t want you to unhappy ,1
1305,plentiful,0
1468,One of my faves too unhappy  I'm tying to get it up on Vimeo so you guys can still watch it x,1
2359,inequality,1
1871,graceless,1
1990,worth,0
4031,stereotypically,1
135,1st day of JA Entertainment's Marathi Film Savita Damodar Paranjpe Have been a big fan of this story. Finally get,0
409,bothersome,1
714,feisty,0
1952,well-rounded,0
2849,mess,1
297,bemoaning,1
1756,I hate losing online friends unhappy  it's cruel when people deactivate unhappy  ,1
925,hot,0
4636,vilify,1
3656,sap,1
742,Nothing is ever as it seems. What looks bad today,0
1600,miss you unhappy ,1
1721,Hey thanks for being top new followers this week! Much appreciated happy   Want this ?.1,0
1160,merciful,0
79,aggression,1
1727,forged,1
3736,seething,1
3661,sardonically,1
3484,refuses,1
1728,Notice anything unusual? Happy birthday to the lovely Frooty! happy,0
69,adverse,1
363,blinding,1
404,botch,1
1440,election-rigger,1
1551,extravagance,1
295,Said it yesterday... happy,0
356,Kids versus Legends crying with joy,0
2027,ABC News got ahold of me and asked if they could use a few seconds of my coming out video for a transgender special this f,0
3344,prattle,1
1469,rejuvenate,0
606,exaltedly,0
1751,frazzle,1
4563,unusable,1
824,god-given,0
2343,ineffectually,1
837,dead,1
2014,hedonistic,1
1656,spellbind,0
450,dominated,0
1408,Do you want me to follow you back? If you do this tweet and I will. happy  only,0
1588,Alright. Looks like back to chores behind the scenes. My page hits drop to 1K daily when I don't visit and post. unhappy ,1
4617,venomously,1
1917,dang guess my plans are ruined unhappy  ,1
52, if anyone has got a design or could find me one I would be so grateful to you :D,0
2380,infamous,1
1379,drain,1
2331,indiscriminate,1
1286,realized i havent eaten rice maghapon because i finished 3 packs of spicy seafood noodles + to  extra big chilimansi :(acid attack right now,1
274,Finals are next week unhappy  wish me luck x,1
1948,hard-hit,1
3238,payback,1
4437,unfaithful,1
1463,enflame,1
1414,raptureous,0
4047,stinks,1
609,complacent,1
1708,sturdy,0
4370,unauthentic,1
695,contrive,1
1262,disrespect,1
3379,problems,1
2301,incorrect,1
1370,promise,0
154,we finally got jinyoung to wipe it for jaebum himself but their precious son blocks it for the world to witness it,0
2812,manic,1
2346,inefficacy,1
489, you'll be see.1,0
53,adamantly,1
3469,rebuke,1
480,Annapurna studios production no.29 on floors tomorrow. In this heat we are going to turn on the heat happy  can't expre,0
4164,suppress,1
4353,ugliness,1
2256,incautious,1
1752,Totoo po? Waaahhh may heart!!! Heart everywhere happy  love it,0
1365,progress,0
4295,traitor,1
3162,overheat,1
138,annoys,1
615,complaints,1
3404,punch,1
779,gaiety,0
1739,fractious,1
1810,fuss,1
4677,warlike,1
627,exceptional,0
1634,fearfully,1
3172,overreach,1
4236,thankless,1
1108,disapointing,1
181,believable,0
1535,thank you happy,0
2463,insouciance,1
1214,nurturing,0
1649,fever,1
3657,sarcasm,1
256,banishment,1
481,economical,0
375,I love my six pack so much,0
1512,revere,0
1507,restructured,0
1235,i want to be mutuals with you so bad unhappy ,1
2405,infringe,1
2329,indiscreetly,1
2333,indiscriminating,1
214,bonus,0
319,Help... I want to stop tweeting. All I feel is endless suffering and pain. I tried to deactivate myself many times... Save me... unhappy ,1
1821,gainsay,1
1970,hasseling,1
3675,scandalous,1
2884,miserably,1
1162,discredit,1
1006,Shoutout to for the donation. Looks like I'm streaming some Stanley Parable later happy,0
1916,viewable,0
3648,sadness,1
3104,offensively,1
1761,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.3,1
1445,rectification,0
1843,Jyoust hyoug me,1
1711,flout,1
621,compulsive,1
1176,getting up this morning was a hassle unhappy ,1
767,fresher,0
1755,surmount,0
1070,and yet if parents invest in child's emotional education by taking child out of school on holiday early that's un ,1
3585,rhetorical,1
2870,miscalculate,1
51,adventuresome,0
1503,Im getting one too smile  smile  smile  smile,0
2589,jaded,1
1096,love,0
3824,silly,1
1497,respectable,0
4323,tricky,1
330,Well that's my weekend viewing plans changed! unhappy ,1
148,Hey screenshot sainyo  . Hmm tumagal sana us . Stay what uu are . Im always here fr uu no matter what  . Luv uu so mats ,1
274,cheerful,0
682,fanfare,0
39,adoring,0
3680,scant,1
2323,indignant,1
2609,job-killing,1
4733,worn,1
712,good morning,0
988,They have a whole Japan tour ahead of them.. One that will be quite brutal on their already tired bodies. Boys unhappy ,1
1229,see the next tweet! I did about 5 different things while keeping very calm,0
2680,leak,1
485,burden,1
1531,exorbitantance,1
22,abuse,1
2395,infirm,1
1063,laud,0
2114,ignore,1
29,admirably,0
1394,drippy,1
2412,inglorious,1
4590,uproarous,1
699,fav,0
1492,eruptions,1
785,gaining,0
4609,vehement,1
751,crept,1
2978,multi-polarization,1
1231,you know what i really love about you lot?not only do you support me in the comments,0
756,cringes,1
3826,simplistically,1
1120,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it.1,0
559,enrapt,0
4674,war-like,1
370,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.5,0
1156,maturely,0
2878,miscreant,1
2447,insidious,1
1520,revolutionary,0
2091,hypocrisy,1
1402,quaint,0
4539,unsound,1
1603,will there be a new amazingphil video today? happy,0
515,embolden,0
899,defrauding,1
2854,midget,1
3425,queer,1
1835,gawky,1
2788,maladjustment,1
786,gains,0
332, dealer said loads of cars were returning due to disabled losing them sad ,1
2168,impending,1
4032,stern,1
1784,Goals of 2017: Become apart of with and Lose 50 LBSStart Youtube happy,0
1777,you got to rest,1
167,awsome,0
1585,sensational,0
2943,molest,1
1618,fatefully,1
1780,frost,1
383,blurring,1
2003,heartbreakingly,1
345,consummate,0
1411,Good luck Swampy happy,0
1997,hazy,1
1623,fatty,1
1698,fleeting,1
542,cave,1
1222,I cried so much,1
3601,ripoff,1
1309,distortion,1
1757,freaks,1
4146,suffocate,1
2209,Thank you crew happy.1,0
273,battering,1
3992,squander,1
1366,welcome brother  happy,0
2142,imaginary,1
2241,inadverent,1
1502,eviscerate,1
852,gratifying,0
595,Watch this MayWard Fam!,0
4213,temerity,1
541,Note to self: Dont get to attached crying ,1
3034,nightmare,1
1313,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.2,0
211,audacity,1
27,adjustable,0
1697,strikingly,0
497,buzzing,1
1219,dismayed,1
758,fortunate,0
1994,hazard,1
5,accessible,0
3637,rut,1
1022,invaluablely,0
1563,Typed up all the medical  shorthand abbreviation we use for work,1
303,bereft,1
764,criticism,1
3864,sloooow,1
191,Have I told you lately that olive juice? :D,0
1051,deviously,1
2782,maddeningly,1
4470,unjustifiably,1
4774,yawn,1
4326,trouble,1
120,anarchist,1
1430,eccentricity,1
1564,failed,1
3782,shemale,1
2244,inadvisably,1
209,audaciously,1
361,oh noooo baby unhappy ,1
517,eminent,0
2106,Kiera's Quest: Awakenings (Kiera's Quest  Book 1),0
157,avidly,0
1088,dirty,1
2184,Bells gone to daddies for to  days. Work  work work for me unhappy ,1
560,Hey thanks for being top new followers this week! Much appreciated happy,0
1163, how childish of you Commando happy,0
2118,Yay another art raffle! Everything you need to know is in the picture :D,0
556,Jamie can you please reset the CGa grandfinal server... no administrator are responding unhappy ,1
759, i don%27t know if you saw my comment yet,1
3113,onerously,1
3226,partiality,1
2953,moot,1
3281,petrified,1
734,22 is old unhappy ,1
1179,disgusted,1
3635,rusts,1
207,blissfully,0
1914,Noted on this Sir,0
1193,navigable,0
826,Awww yeah :D,0
2751,losers,1
1590,famished,1
2399,inflammed,1
1079,Go Kisses!!...  I know you can do it..,0
2044,Thanks for the recent follow Happy to connect happy  have a great Thursday..33,0
349, owner told me about it (as in article) smile,0
421,brazen,1
1839,AVI for my man :)Phone made like always wink,0
953,I wanted $25 million and they were only offering 24. smile,0
3163,overkill,1
2404,infraction,1
1751,I keep waking up in the middle of the night sick as shit. unhappy ,1
928,Joy we should get him back  ,1
1021,deteriorating,1
483,I really must go see Power Rangers again. smile,0
2061,With the help of made these sent starters for P1Q3. Open to suggestions on how to improve happy,0
1241,overjoyed,0
1515,excessively,1
1170,mesmerized,0
596,coercive,1
4015,stark,1
1095,And you were there happy,0
2136,illogic,1
549, Order what ever you want to eat through our website.May you all have a great day happy.1,0
1536,expired,1
799,gentle,0
4130,succumb,1
2419,inhuman,1
1252,pamper,0
4215,tempest,1
4278,torture,1
626,excels,0
872,deceptively,1
982,inestimable,0
3322,poison,1
891,it was extended family. 12 ppl.ahh wanted to show a Oh My Girl being dorky while playing a game but it got deleted unhappy ,1
727,cramping,1
1403,drought,1
2975,mudslinger,1
1293,pinnacle,0
1738,super,0
2036,high-priced,1
4729,woeful,1
2613,jolt,1
124,anger,1
1869,goon,1
3522,repel,1
1386,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.2,0
1295,playfully,0
2561,irrelevant,1
4020,starvation,1
1178,online shopping timmeee. anyone got good site suggestions? happy,0
540,energy-saving,0
3269,perverse,1
3594,rigid,1
4104,stupify,1
2077,I love laying in a meadow of flowers listening to Mellow's music ...a great way to relax smile,0
1162,mercy,0
102,amply,0
2754,loss,1
123,i miss jihoon sad ,1
1580,falling,1
561,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .8,1
73,agilely,0
1631,faze,1
1072,vocal coach IG post:,0
2030,Why am i always taken for granted eversince unhappy ,1
1437,egotistically,1
1760,freezing,1
3877,sloww,1
1734,forsaken,1
1981,hatefulness,1
528,encouraging,0
1868,goofy,1
1788,terrific,0
491,burns,1
1771,friggin,1
4293,tragic,1
1417,rapturously,0
2093,Nitpicking,0
2137,illogical,1
1321,distrust,1
554,chatterbox,1
459,bugging,1
1919,Found use for the sewable LED holder happy,0
1142,marvellous,0
868,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,0
1814,futile,1
152,resolve is sooo slow on my laptop,1
1054,diabolic,1
1459,When your online crush comes to the meet-up without their Snapchat filter unhappy  ,1
692,If you're an aspiring developer in or near Krakw this is an excellent opportunity. They even pay their interns happy,0
1774,talent,0
1557,saintliness,0
1860,unbound,0
646,expeditiously,0
427,break-ups,1
1270,peaceable,0
2005,heathen,1
3476,recklessness,1
489,burned,1
3974,spoiled,1
61,admonishment,1
70,I wish i could vote for you unhappy ,1
1506,Missing in crying  Seaside area. ,1
66, although i'll be a little late sad  ,1
1099,get well really soon Jack unhappy ,1
2164,impeach,1
3399,provoke,1
160,anxiously,1
1769,please read unhappy  ,1
759,fortunately,0
306,comfort,0
4573,unwelcome,1
1996,Thank you roshhh  i miss you and everyone too.  love youuu more .1,1
1840,for being top High Value Members this week happy,0
2973,muddle,1
2245,talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me unhappy ,1
390,daringly,0
1220,openness,0
2785,madman,1
3629,rumours,1
1619,fathomless,1
1620,smarter,0
2544,irragularity,1
1210,nourish,0
3375,prison,1
469,bullshit,1
3418,quandary,1
1795,thoughtfulness,0
1675,flagrantly,1
629,My salary reminds me of the weekends,1
4420,undocumented,1
2564,irrepressible,1
1800,thrilling,0
432,dexterous,0
484,bunk,1
4485,unmoved,1
441,diplomatic,0
493,efficient,0
2010,This escalated quickly,1
1709,stylish,0
3145,over-awe,1
1692,stirringly,0
11,Uncheck new arrivals happy,0
1628,smooth,0
1858,gloom,1
1769,sweetheart,0
659,exultation,0
699,convoluted,1
1191,Zac farro is back By the way hehehe So sad Jeremy is not unhappy ,1
1154,I write fiction. Some PR knob who writes sentence fragments on an iPad next to the Shoreditch House piss off,0
3247,penalize,1
779,Ouch Elena Eremina's foot slip,1
3087,occlude,1
2848,mercilessly,1
1606,simplifies,0
736,crass,1
922,hooray,0
603,exalt,0
4452,ungovernable,1
1221,optimal,0
486,Share the love:thanks for being top new followers this week happy   Want this,0
1926,vouchsafe,0
464,bulky,1
535,endorses,0
411,Sydney tomorrow,0
19,i want to make waffles unhappy ,1
